Code,Name,City,Country,Latitude,Longitude
MSS,Massena Intl Richards Fld,Massena,United States,44.935833,-74.845547
IAH,George Bush Intercontinental,Houston,United States,29.984433,-95.341442
BFL,Meadows Fld,Bakersfield,United States,35.433598,-119.056770
ELP,El Paso Intl,El Paso,United States,31.807250,-106.377583
HRL,Valley Intl,Harlingen,United States,26.228500,-97.654389
CAE,Columbia Metropolitan,Columbia,United States,33.938833,-81.119528
PNS,Pensacola Rgnl,Pensacola,United States,30.473425,-87.186611
HOU,William P Hobby,Houston,United States,29.645419,-95.278889
PIT,Pittsburgh Intl,Pittsburgh,United States,40.491467,-80.232872
BRW,Wiley Post Will Rogers Mem,Barrow,United States,71.285446,-156.766003
MIA,Miami Intl,Miami,United States,25.793250,-80.290556
SEA,Seattle Tacoma Intl,Seattle,United States,47.449000,-122.309306
CHA,Lovell Fld,Chattanooga,United States,35.035278,-85.203808
JAN,Jackson Evers Intl,Jackson,United States,32.311167,-90.075889
LGB,Long Beach,Long Beach,United States,33.817722,-118.151611
IPT,Williamsport Rgnl,Williamsport,United States,41.241836,-76.921094
IND,Indianapolis Intl,Indianapolis,United States,39.717331,-86.294383
HPN,Westchester Co,White Plains,United States,41.066959,-73.707575
YUM,Yuma Mcas Yuma Intl,Yuma,United States,32.656578,-114.605980
CNM,Cavern City Air Terminal,Carlsbad,United States,32.337472,-104.263278
DLH,Duluth Intl,Duluth,United States,46.842091,-92.193649
BET,Bethel,Bethel,United States,60.779778,-161.838000
LIH,Lihue,Lihue,United States,21.975983,-159.338958
HVR,Havre City Co,Havre,United States,48.542983,-109.762342
RIC,Richmond Intl,Richmond,United States,37.505167,-77.319667
SHV,Shreveport Rgnl,Shreveport,United States,32.446629,-93.825600
CDV,Merle K Mudhole Smith,Cordova,United States,60.491778,-145.477556
ORF,Norfolk Intl,Norfolk,United States,36.894611,-76.201222
BPT,Southeast Texas Rgnl,Beaumont,United States,29.950833,-94.020694
SAV,Savannah Hilton Head Intl,Savannah,United States,32.127583,-81.202139
OME,Nome,Nome,United States,64.512203,-165.445247
PIE,St Petersburg Clearwater Intl,St. Petersburg,United States,27.910167,-82.687389
SCC,Deadhorse,Deadhorse,United States,70.194750,-148.465167
SAT,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
ROC,Greater Rochester Intl,Rochester,United States,43.118866,-77.672389
TEB,Teterboro,Teterboro,United States,40.850103,-74.060837
RDU,Raleigh Durham Intl,Raleigh-durham,United States,35.877639,-78.787472
DAY,James M Cox Dayton Intl,Dayton,United States,39.902375,-84.219375
ENA,Kenai Muni,Kenai,United States,60.573111,-151.245000
IAG,Niagara Falls Intl,Niagara Falls,United States,43.107333,-78.946194
PHF,Newport News Williamsburg Intl,Newport News,United States,37.131894,-76.492989
TUS,Tucson Intl,Tucson,United States,32.116083,-110.941028
PVD,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
SBY,Salisbury Ocean City Wicomico Rgnl,Salisbury,United States,38.340525,-75.510289
BUR,Bob Hope,Burbank,United States,34.200667,-118.358667
DTW,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
TPA,Tampa Intl,Tampa,United States,27.975472,-82.533250
HIB,Chisholm Hibbing,Hibbing,United States,47.386600,-92.838994
MAF,Midland Intl,Midland,United States,31.942528,-102.201914
GRB,Austin Straubel Intl,Green Bay,United States,44.485072,-88.129589
AGS,Augusta Rgnl At Bush Fld,Bush Field,United States,33.369944,-81.964500
ISN,Sloulin Fld Intl,Williston,United States,48.177939,-103.642347
LIT,Adams Fld,Little Rock,United States,34.729444,-92.224306
SWF,Stewart Intl,Newburgh,United States,41.504094,-74.104839
HOM,Homer,Homer,United States,59.645556,-151.476583
TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States,37.741631,-92.140736
DFW,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,32.896828,-97.037997
MLB,Melbourne Intl,Melbourne,United States,28.102753,-80.645258
AUS,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889
LCK,Rickenbacker Intl,Columbus,United States,39.813786,-82.927822
TYS,Mc Ghee Tyson,Knoxville,United States,35.810972,-83.994028
STL,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States,33.988797,-98.491894
ATL,Hartsfield Jackson Atlanta Intl,Atlanta,United States,33.636719,-84.428067
GRR,Gerald R Ford Intl,Grand Rapids,United States,42.880833,-85.522806
FAT,Fresno Yosemite Intl,Fresno,United States,36.776194,-119.718140
IPL,Imperial Co,Imperial,United States,32.834219,-115.578744
BNA,Nashville Intl,Nashville,United States,36.124472,-86.678194
LRD,Laredo Intl,Laredo,United States,27.543750,-99.461556
OTZ,Ralph Wien Mem,Kotzebue,United States,66.884678,-162.598550
AOO,Altoona Blair Co,Altoona,United States,40.296372,-78.320022
ELD,South Arkansas Rgnl At Goodwin Fld,El Dorado,United States,33.220972,-92.813278
TLH,Tallahassee Rgnl,Tallahassee,United States,30.396528,-84.350333
ACT,Waco Rgnl,Waco,United States,31.611289,-97.230519
AUG,Augusta State,Augusta,United States,44.320647,-69.797317
MKL,Mc Kellar Sipes Rgnl,Jackson,United States,35.599889,-88.915611
MKK,Molokai,Molokai,United States,21.152886,-157.096256
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States,31.357750,-100.496306
CIC,Chico Muni,Chico,United States,39.795383,-121.858422
BTV,Burlington Intl,Burlington,United States,44.471861,-73.153278
JAX,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
DRO,Durango La Plata Co,Durango,United States,37.151516,-107.753770
IAD,Washington Dulles Intl,Washington,United States,38.944533,-77.455811
CLL,Easterwood Fld,College Station,United States,30.588583,-96.363833
MKE,General Mitchell Intl,Milwaukee,United States,42.947222,-87.896583
ABI,Abilene Rgnl,Abilene,United States,32.411319,-99.681897
COU,Columbia Rgnl,Columbia,United States,38.818094,-92.219631
PDX,Portland Intl,Portland,United States,45.588722,-122.597500
PBI,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589
OGS,Ogdensburg Intl,Ogdensburg,United States,44.681854,-75.465500
HNL,Honolulu Intl,Honolulu,United States,21.318681,-157.922428
DSM,Des Moines Intl,Des Moines,United States,41.533972,-93.663083
EWN,Craven Co Rgnl,New Bern,United States,35.072972,-77.042944
SAN,San Diego Intl,San Diego,United States,32.733556,-117.189667
MLU,Monroe Rgnl,Monroe,United States,32.510864,-92.037689
ONT,Ontario Intl,Ontario,United States,34.056000,-117.601194
ROW,Roswell Intl Air Center,Roswell,United States,33.301556,-104.530556
BRO,Brownsville South Padre Island Intl,Brownsville,United States,25.906833,-97.425861
DHN,Dothan Rgnl,Dothan,United States,31.321339,-85.449628
FMN,Four Corners Rgnl,Farmington,United States,36.741250,-108.229944
CRP,Corpus Christi Intl,Corpus Christi,United States,27.770361,-97.501222
SYR,Syracuse Hancock Intl,Syracuse,United States,43.111187,-76.106311
MDW,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
SJC,Norman Y Mineta San Jose Intl,San Jose,United States,37.362600,-121.929022
HOB,Lea Co Rgnl,Hobbs,United States,32.687528,-103.217028
DEN,Denver Intl,Denver,United States,39.861656,-104.673178
PHL,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
SUX,Sioux Gateway Col Bud Day Fld,Sioux City,United States,42.402603,-96.384367
CMH,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
GAL,Edward G Pitka Sr,Galena,United States,64.736178,-156.937417
TXK,Texarkana Rgnl Webb Fld,Texarkana,United States,33.453722,-93.991028
PBG,Plattsburgh Intl,Plattsburgh,United States,44.650944,-73.468139
ANC,Ted Stevens Anchorage Intl,Anchorage,United States,61.174361,-149.996361
GRK,Robert Gray Aaf,Killeen,United States,31.067250,-97.828917
BLI,Bellingham Intl,Bellingham,United States,48.792694,-122.537528
MOB,Mobile Rgnl,Mobile,United States,30.691231,-88.242814
SAF,Santa Fe Muni,Santa Fe,United States,35.617108,-106.089422
BLV,Scott Afb Midamerica,Belleville,United States,38.545178,-89.835183
RSW,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167
AKN,King Salmon,King Salmon,United States,58.676778,-156.649278
JHM,Kapalua,Lahania-kapalua,United States,20.962936,-156.673031
CYS,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,41.155722,-104.811839
SCK,Stockton Metropolitan,Stockton,United States,37.894167,-121.238306
CHS,Charleston Afb Intl,Charleston,United States,32.898647,-80.040528
RNO,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108
KTN,Ketchikan Intl,Ketchikan,United States,55.355556,-131.713750
BHM,Birmingham Intl,Birmingham,United States,33.562942,-86.753550
MOD,Modesto City Co Harry Sham,Modesto,United States,37.625817,-120.954422
SMF,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
COS,City Of Colorado Springs Muni,Colorado Springs,United States,38.805805,-104.700778
BUF,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
CDC,Cedar City Rgnl,Cedar City,United States,37.700967,-113.098847
BDL,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
MFE,Mc Allen Miller Intl,Mcallen,United States,26.175833,-98.238611
LBB,Lubbock Preston Smith Intl,Lubbock,United States,33.663639,-101.822778
ORD,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842
FAI,Fairbanks Intl,Fairbanks,United States,64.815114,-147.856267
ART,Watertown Intl,Watertown,United States,43.991922,-76.021739
PSP,Palm Springs Intl,Palm Springs,United States,33.829667,-116.506694
AMA,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931
FOE,Forbes Fld,Topeka,United States,38.950944,-95.663611
ILM,Wilmington Intl,Wilmington,United States,34.270615,-77.902569
BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,30.533167,-91.149639
TYR,Tyler Pounds Rgnl,Tyler,United States,32.354139,-95.402386
BWI,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
LNY,Lanai,Lanai,United States,20.785611,-156.951419
AEX,Alexandria Intl,Alexandria,United States,31.327400,-92.549833
CDB,Cold Bay,Cold Bay,United States,55.206061,-162.725436
TUL,Tulsa Intl,Tulsa,United States,36.198389,-95.888111
SIT,Sitka Rocky Gutierrez,Sitka,United States,57.047138,-135.361611
ISP,Long Island Mac Arthur,Islip,United States,40.795250,-73.100222
MSP,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767
ILG,New Castle,Wilmington,United States,39.678722,-75.606528
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
PWM,Portland Intl Jetport,Portland,United States,43.646161,-70.309281
OKC,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
ALB,Albany Intl,Albany,United States,42.748267,-73.801692
VDZ,Valdez Pioneer Fld,Valdez,United States,61.133949,-146.248342
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
CPR,Natrona Co Intl,Casper,United States,42.908000,-106.464417
VPS,Eglin Afb,Valparaiso,United States,30.483250,-86.525400
EYW,Key West Intl,Key West,United States,24.556111,-81.759556
CLT,Charlotte Douglas Intl,Charlotte,United States,35.214000,-80.943139
LAS,Mc Carran Intl,Las Vegas,United States,36.080056,-115.152250
MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994
FLO,Florence Rgnl,Florence,United States,34.185361,-79.723889
GTF,Great Falls Intl,Great Falls,United States,47.482000,-111.370689
YNG,Youngstown Warren Rgnl,Youngstown,United States,41.260736,-80.679097
BKK,Suvarnabhumi Intl,Bangkok,Thailand,13.681108,100.747283
NAH,Naha,Naha,Indonesia,3.683214,125.528019
KDI,Wolter Monginsidi,Kendari,Indonesia,-4.081608,122.418231
MLG,Abdul Rachman Saleh,Malang,Indonesia,-7.926556,112.714514
BDO,Husein Sastranegara,Bandung,Indonesia,-6.900625,107.576294
JOG,Adi Sutjipto,Yogyakarta,Indonesia,-7.788181,110.431758
SRG,Achmad Yani,Semarang,Indonesia,-6.971447,110.374122
BTH,Hang Nadim,Batam,Indonesia,1.121028,104.118753
TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia,-2.745722,107.754917
PGK,Depati Amir,Pangkal Pinang,Indonesia,-2.162200,106.139064
TNJ,Kijang,Tanjung Pinang,Indonesia,0.922683,104.532311
BDJ,Syamsudin Noor,Banjarmasin,Indonesia,-3.442356,114.762553
PKY,Tjilik Riwut,Palangkaraya,Indonesia,-2.225128,113.942661
MOF,Wai Oti,Maumere,Indonesia,-8.640647,122.236889
ENE,H Hasan Aroeboesman,Ende,Indonesia,-8.849294,121.660644
KOE,El Tari,Kupang,Indonesia,-10.171583,123.671136
LBJ,Mutiara Ii,Labuhan Bajo,Indonesia,-8.486656,119.889050
BPN,Sepinggan,Balikpapan,Indonesia,-1.268272,116.894478
TRK,Juwata,Taraken,Indonesia,3.326694,117.565569
BMU,Muhammad Salahuddin,Bima,Indonesia,-8.539647,118.687322
WGP,Mau Hau,Waingapu,Indonesia,-9.669217,120.302006
SUB,Juanda,Surabaya,Indonesia,-7.379831,112.786858
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,-7.516089,110.756892
ICN,Incheon Intl,Seoul,South Korea,37.469075,126.450517
CNX,Chiang Mai Intl,Chiang Mai,Thailand,18.766847,98.962644
CEI,Chiang Rai Intl,Chiang Rai,Thailand,19.952342,99.882928
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,8.539617,99.944725
KOP,Nakhon Phanom,Nakhon Phanom,Thailand,17.383794,104.643022
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand,15.251278,104.870231
KKC,Khon Kaen,Khon Kaen,Thailand,16.466628,102.783661
THS,Sukhothai,Sukhothai,Thailand,17.237992,99.818183
DPS,Bali Ngurah Rai,Denpasar,Indonesia,-8.748169,115.167172
ATH,Eleftherios Venizelos Intl,Athens,Greece,37.936358,23.944467
NGO,Chubu Centrair Intl,Nagoya,Japan,34.858414,136.805408
UKB,Kobe,Kobe,Japan,34.632778,135.223889
PUW,Pullman-Moscow Rgnl,Pullman,United States,46.743861,-117.109583
LWS,Lewiston Nez Perce Co,Lewiston,United States,46.374500,-117.015389
ELM,Elmira Corning Rgnl,Elmira,United States,42.159889,-76.891611
ITH,Ithaca Tompkins Rgnl,Ithaca,United States,42.491028,-76.458444
MRY,Monterey Peninsula,Monterey,United States,36.587000,-121.842944
SBA,Santa Barbara Muni,Santa Barbara,United States,34.426211,-119.840372
DAB,Daytona Beach Intl,Daytona Beach,United States,29.179917,-81.058056
RIX,Riga Intl,Riga,Latvia,56.923611,23.971111
KUN,Kaunas Intl,Kaunas,Lithuania,54.963919,24.084778
PLQ,Palanga Intl,Palanga,Lithuania,55.973228,21.093856
VNO,Vilnius Intl,Vilnius,Lithuania,54.634133,25.285767
EVN,Zvartnots,Yerevan,Armenia,40.147275,44.395881
LWN,Gyumri,Gyumri,Armenia,40.750369,43.859342
ASM,Asmara Intl,Asmara,Eritrea,15.291853,38.910667
MSW,Massawa Intl,Massawa,Eritrea,15.669989,39.370103
BUS,Batumi,Batumi,Georgia,41.610278,41.599694
KUT,Kopitnari,Kutaisi,Georgia,42.176653,42.482583
TBS,Tbilisi,Tbilisi,Georgia,41.669167,44.954722
RIY,Riyan,Mukalla,Yemen,14.662639,49.375028
TAI,Taiz Intl,Taiz,Yemen,13.685964,44.139056
HOD,Hodeidah Intl,Hodeidah,Yemen,14.753000,42.976336
ADE,Aden Intl,Aden,Yemen,12.829542,45.028792
AXK,Ataq,Ataq,Yemen,14.551322,46.826183
AAY,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,16.191667,52.175000
SAH,Sanaa Intl,Sanaa,Yemen,15.476258,44.219739
SCT,Socotra Intl,Socotra,Yemen,12.630672,53.905778
FMM,Allgau,Memmingen,Germany,47.988758,10.239500
NAV,Kapadokya,Nevsehir,Turkey,38.771867,34.534550
EZE,Ministro Pistarini,Buenos Aires,Argentina,-34.822222,-58.535833
EBL,Erbil Intl,Erbil,Iraq,36.237611,43.963158
EMD,Emerald,Emerald,Australia,-23.567500,148.179167
KIX,Kansai,Osaka,Japan,34.434722,135.244167
TAG,Tagbilaran,Tagbilaran,Philippines,9.664081,123.853247
JAV,Ilulissat,Ilulissat,Greenland,69.234440,-51.051110
JEG,Aasiaat,Aasiaat,Greenland,68.700000,-52.750000
PMI,Son Sant Joan,Palma de Mallorca,Spain,39.553610,2.727778
DRW,Darwin Intl,Darwin,Australia,-12.408333,130.872660
URT,Surat Thani,Surat Thani,Thailand,9.132500,99.135556
NYU,Bagan Intl,Nyuang U,Burma,21.173833,94.924667
MPH,Godofredo P,Caticlan,Philippines,11.921500,121.953000
HVN,Tweed-New Haven Airport,New Haven,United States,41.263750,-72.886806
AVL,Asheville Regional Airport,Asheville,United States,35.436194,-82.541806
GSO,Piedmont Triad,Greensboro,United States,36.097750,-79.937306
FSD,Sioux Falls,Sioux Falls,United States,43.582014,-96.741914
AYQ,Ayers Rock,Uluru,Australia,-25.186111,130.975556
MHT,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
RDN,Redang,Redang,Malaysia,5.765280,103.007000
SDF,Louisville International Airport,Louisville,United States,38.174086,-85.736499
CHO,Charlottesville-Albemarle,Charlottesville VA,United States,38.138639,-78.452861
ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417
LEX,Blue Grass,Lexington KY,United States,38.036500,-84.605889
EVV,Evansville Regional,Evansville,United States,38.036997,-87.532364
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040222,-106.609194
BZN,Gallatin Field,Bozeman,United States,45.777643,-111.160151
BIL,Billings Logan International Airport,Billings,United States,45.809210,-108.537654
BTM,Bert Mooney Airport,Butte,United States,45.954806,-112.497472
TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235
BHB,Hancock County - Bar Harbor,Bar Harbor,United States,44.449769,-68.361565
RKD,Knox County Regional Airport,Rockland,United States,44.060111,-69.099230
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.607333,-110.737750
RFD,Chicago Rockford International Airport,Rockford,United States,42.195361,-89.097222
DME,Domododevo,Moscow,Russia,55.408611,37.906111
SYX,Phoenix International,Sanya,China,18.302897,109.412272
LJG,Lijiang Airport,Lijiang,China,26.883333,100.233330
GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889
BMI,Central Illinois Rgnl,Bloomington,United States,40.477111,-88.915917
GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111
AZO,Kalamazoo,Kalamazoo,United States,42.234875,-85.552058
TOL,Toledo,Toledo,United States,41.586806,-83.807833
FWA,Fort Wayne,Fort Wayne,United States,40.978472,-85.195139
CID,Cedar Rapids,Cedar Rapids,United States,41.884694,-91.710806
LSE,La Crosse Municipal,La Crosse,United States,43.878986,-91.256711
CWA,Central Wisconsin,Wassau,United States,44.772726,-89.646635
PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258
ATW,Appleton,Appleton,United States,44.257526,-88.507576
RST,Rochester,Rochester,United States,43.908283,-92.500014
CMI,Champaign,Champaign,United States,40.039250,-88.278056
MHK,Manhattan Reigonal,Manhattan,United States,39.140972,-96.670833
KGC,Kingscote Airport,Kingscote,Australia,-35.713889,137.521389
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.318889,152.880278
BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,47.590000,7.529167
DLU,Dali,Dali,China,25.649444,100.319444
JHG,Jinghong,Jinghong,China,21.973914,100.759611
MZV,Mulu,Mulu,Malaysia,4.048333,114.805000
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,27.977222,34.394722
FKL,Franklin,Franklin,United States,41.377874,-79.860362
NBO,Jomo Kenyatta International,Nairobi,Kenya,-1.319167,36.927500
FTE,El Calafate,El Calafate,Argentina,-50.280322,-72.053103
ARM,Armidale,Armidale,Australia,-30.528056,151.617222
GJT,Grand Junction Regional,Grand Junction,United States,39.122413,-108.526735
SGU,St George Muni,Saint George,United States,37.090583,-113.593056
SRQ,Sarasota Bradenton Intl,Sarasota,United States,27.395444,-82.554389
BDA,Bermuda Intl,Bermuda,Bermuda,32.364042,-64.678703
MLI,Quad City Intl,Moline,United States,41.448528,-90.507539
HIR,Honiara International,Honiara,Solomon Islands,-9.428000,160.054789
PPT,Faa\'a International,Papeete,French Polynesia,-17.556667,-149.611389
INU,Nauru Intl,Nauru,Nauru,-0.547458,166.919100
FUN,Funafuti International,Funafuti,Tuvalu,-8.525000,179.196389
OVB,Tolmachevo,Novosibirsk,Russia,55.012622,82.650656
XKH,Xieng Khouang,Phon Savan,Laos,19.449997,103.158333
HUI,Phu Bai,Hue,Vietnam,16.401499,107.702614
BIS,Bismarck Municipal Airport,Bismarck,United States,46.775842,-100.757931
INC,Yinchuan,Yinchuan,China,38.481944,106.009167
RAP,Rapid City Regional Airport,Rapid City,United States,44.045278,-103.057222
CLD,McClellan-Palomar Airport,Carlsbad,United States,33.074200,-117.164800
FNT,Bishop International,Flint,United States,42.965424,-83.743629
DVO,Francisco Bangoy International,Davao,Philippines,7.125522,125.645778
FNC,Madeira,Funchal,Portugal,32.697889,-16.774453
STM,Santarem,Santarem,Brazil,-2.422431,-54.792789
NPE,Napier,NAPIER,New Zealand,-39.465833,176.870000
LXA,Lhasa-Gonggar,Lhasa,China,29.297778,90.911944
RDD,Redding Muni,Redding,United States,40.509000,-122.293389
EUG,Mahlon Sweet Fld,Eugene,United States,44.124583,-123.211972
IDA,Idaho Falls Rgnl,Idaho Falls,United States,43.514556,-112.070750
MFR,Rogue Valley Intl Medford,Medford,United States,42.374228,-122.873500
RDM,Roberts Fld,Redmond-Bend,United States,44.254066,-121.149964
WDH,Windhoek Hosea Kutako International Airport,Windhoek,Namibia,-22.486667,17.462500
YWH,Victoria Inner Harbour Airport,Victoria,Canada,48.422778,-123.387500
CXH,Vancouver Coal Harbour,Vancouver,Canada,49.289722,-123.115833
TNA,Jinan,Jinan,China,36.857214,117.215992
CZX,Changzhou,Changzhou,China,31.941667,119.711667
YBP,Yibin,Yibin,China,28.800278,104.544444
TJM,Roschino,Tyumen,Russia,57.189567,65.324300
CAK,Akron Canton Regional Airport,Akron,United States,40.916083,-81.442194
HSV,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,34.637194,-86.775056
PKB,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States,39.345104,-81.439203
MGM,Montgomery Regional Airport,MONTGOMERY,United States,32.300639,-86.393972
TRI,Tri-Cities Regional Airport,BRISTOL,United States,36.475222,-82.407417
PAH,Barkley Regional Airport,PADUCAH,United States,37.060288,-88.772958
KUF,Kurumoch,Samara,Russia,53.500000,50.150000
JIB,Ambouli International Airport,Djibouti,Djibouti,11.547200,43.159400
HAK,Meilan,Haikou,China,19.934856,110.458961
PGA,Page Municipal Airport,Page,United States,36.926100,-111.448300
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela,4.554722,-61.144922
FCA,Glacier Park Intl,Kalispell,United States,48.310472,-114.256000
MBS,Mbs Intl,Saginaw,United States,43.532913,-84.079647
BGM,Greater Binghamton Edwin A Link Fld,Binghamton,United States,42.208689,-75.979839
BGW,Baghdad International Airport,Baghdad,Iraq,33.262539,44.234578
NNT,Nan,Nan,Thailand,18.807914,100.783419
ROI,Roi Et,Roi Et,Thailand,16.116761,103.773797
BFV,Buri Ram,Buri Ram,Thailand,15.229539,103.253231
UNN,Ranong,Ranong,Thailand,9.777622,98.585483
TDX,Trat,Trat,Thailand,12.274572,102.318958
CRK,Diosdado Macapagal International,Angeles City,Philippines,15.185833,120.560278
SDK,Sandakan,Sandakan,Malaysia,5.900897,118.059486
LXG,Luang Namtha,Luang Namtha,Laos,20.960556,101.402500
ODY,Oudomxay,Muang Xay,Laos,20.682700,101.994000
SHE,Shenyang Taoxian International Airport,Shenyang,China,41.382400,123.290100
DOY,Dongying Airport,Dongying,China,37.271600,118.281900
PSG,Petersburg James A. Johnson,Petersburg,United States,56.801667,-132.945278
LYA,Luoyang Airport,Luoyang,China,34.410000,112.280000
XUZ,Xuzhou Guanyin Airport,Xuzhou,China,34.160000,117.110000
IFN,Esfahan Shahid Beheshti Intl,Isfahan,Iran,32.750836,51.861267
DLI,Dalat,Dalat,Vietnam,11.750000,108.367000
VDH,Dong Hoi,Dong Hoi,Vietnam,17.515000,106.590556
VKG,Rach Gia,Rach Gia,Vietnam,9.949676,105.133659
CAH,Ca Mau,Ca Mau,Vietnam,9.188049,105.174721
VCL,Chu Lai,Chu Lai,Vietnam,15.405944,108.705889
TBB,Dong Tac,Tuy Hoa,Vietnam,13.049550,109.333706
BWK,Brac,Brac,Croatia,43.285719,16.679719
NSI,Yaounde Nsimalen,Yaounde,Cameroon,3.722556,11.553269
CKY,Conakry,Conakry,Guinea,9.576889,-13.611961
FKB,Baden Airpark,Karlsruhe/Baden-Baden,Germany,48.779300,8.080480
SFB,Orlando Sanford Intl,Sanford,United States,28.777639,-81.237489
PQC,Duong Dong Airport,Phu Quoc,Vietnam,10.227025,103.967169
JST,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,40.316111,-78.833889
MWX,Muan,Muan,South Korea,34.991389,126.382778
JTY,Astypalaia,Astypalaia,Greece,36.579886,26.375822
JIK,Ikaria,Ikaria,Greece,37.682717,26.347061
JKL,Kalymnos Island,Kalymnos,Greece,36.963333,26.940556
MLO,Milos,Milos,Greece,36.696111,24.477500
JNX,Naxos,Cyclades Islands,Greece,37.080556,25.368056
PAS,Paros,Paros,Greece,37.010278,25.127778
KZS,Kastelorizo,Kastelorizo,Greece,36.127777,29.566656
RMF,Marsa Alam Intl,Marsa Alam,Egypt,25.557111,34.583711
NRN,Niederrhein,Weeze,Germany,51.602222,6.141944
USU,Busuanga,Busuanga,Philippines,12.121458,120.100031
BXU,Butuan,Butuan,Philippines,8.951322,125.477972
DPL,Dipolog,Dipolog,Philippines,8.601261,123.334481
LAO,Laoag Intl,Laoag,Philippines,18.178092,120.531522
LGP,Legazpi,Legazpi,Philippines,13.157064,123.746247
OZC,Ozamis,Ozamis,Philippines,8.178508,123.841731
CEB,Mactan Cebu Intl,Cebu,Philippines,10.307542,123.979439
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil,-16.438611,-39.080833
PMW,Palmas,Palmas,Brazil,-10.241667,-48.352780
CLV,Caldas Novas,Caldas Novas,Brazil,-17.726700,-48.611400
MSO,Missoula Intl,Missoula,United States,46.916306,-114.090556
BKQ,Blackall,Blackall,Australia,-24.427778,145.428611
BDB,Bundaberg,Bundaberg,Australia,-24.903889,152.318611
YWJ,Deline,Deline,Canada,65.183333,-125.416667
ZFN,Tulita,Tulita,Canada,64.083333,-125.583333
YGH,Fort Good Hope,Fort Good Hope,Canada,66.266667,-128.650000
TAH,Tanna island,Tanna,Vanuatu,-19.455198,169.223940
SRZ,Santa Cruz,Santa Cruz,Bolivia,-17.800000,-63.166667
KUS,Kulusuk,Kulusuk,Greenland,65.566667,-37.116667
EGE,Eagle Co Rgnl,Vail,United States,39.642556,-106.917694
SKN,Skagen,Stokmarknes,Norway,68.580833,15.026111
CSG,Columbus Metropolitan Airport,Columbus,United States,32.516333,-84.938861
LAW,Lawton-Fort Sill Regional Airport,Lawton,United States,34.567714,-98.416637
FLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.140318,-111.669239
TWF,Magic Valley Regional Airport,Twin Falls,United States,42.481803,-114.487733
MCM,Monaco,Monaco,Monaco,43.733333,7.416667
MVY,Martha\'s Vineyard,Vineyard Haven MA,United States,41.391667,-70.615278
STC,Saint Cloud Regional Airport,Saint Cloud,United States,45.546556,-94.059889
